owner,id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Vaibhav,6Qn5zhYkTa37e91HC1D7l,Whatever It Takes,Imagine Dragons,0.672,0.655,10.0,-5.021,0.0,0.0311,0.0362,0.0,0.11699999999999999,0.556,134.945,201240.0,4.0
Vaibhav,1y3bE5i57eUm3hfLAc7h0,Walking The Wire,Imagine Dragons,0.54,0.7609999999999999,4.0,-5.3389999999999995,1.0,0.0372,0.0163,0.0,0.0941,0.147,100.008,232907.0,4.0
Vaibhav,2iUXsYOEPhVqEBwsqP70r,Youngblood,5 Seconds of Summer,0.596,0.8540000000000001,7.0,-5.114,0.0,0.46299999999999997,0.0169,0.0,0.124,0.152,120.274,203418.0,4.0
Vaibhav,7qEHsqek33rTcFNT9PFqL,Someone You Loved,Lewis Capaldi,0.501,0.405,1.0,-5.678999999999999,1.0,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,182161.0,4.0
Vaibhav,0e7ipj03S05BNilyu5bRz,rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000002,218147.0,4.0
Vaibhav,52okn5MNA47tk87PeZJLE,Let You Down,NF,0.662,0.7140000000000001,5.0,-5.68,0.0,0.121,0.312,0.0,0.179,0.46399999999999997,147.997,212120.0,4.0
Vaibhav,2oejEp50ZzPuQTQ6v54Ev,Call You Mine,The Chainsmokers,0.585,0.696,4.0,-5.6,0.0,0.0307,0.204,0.0,0.344,0.522,104.01,217640.0,4.0
Vaibhav,14sOS5L36385FJ3OL8hew,Happy Now,Kygo,0.693,0.575,9.0,-6.997999999999999,1.0,0.0801,0.374,0.0,0.252,0.49200000000000005,117.999,211362.0,4.0
Vaibhav,6rrKbzJGGDlSZgLphopS4,Unstoppable,The Score,0.485,0.843,1.0,-3.9930000000000003,0.0,0.0467,0.0012900000000000001,1.01e-05,0.14,0.602,78.001,192107.0,4.0
Vaibhav,5ZtfujhQIVRZm2RMZPQ3i,Only You,Selena Gomez,0.467,0.506,9.0,-9.271,1.0,0.028999999999999998,0.648,3.21e-05,0.128,0.218,97.132,184853.0,4.0
Vaibhav,4OffmzjuxT6e9y8E6VDG2,"Chan Kitthan (From ""Chan Kitthan"")",Ayushmann Khurrana,0.693,0.5379999999999999,5.0,-7.665,1.0,0.0278,0.355,0.0,0.10800000000000001,0.37799999999999995,95.993,269351.0,4.0
Vaibhav,6Tvzf3VEi16JMhAgOwdt2,Birds,Imagine Dragons,0.649,0.517,1.0,-7.428,0.0,0.0297,0.0146,1.63e-06,0.145,0.35,119.99700000000001,219440.0,4.0
Vaibhav,1D4PL9B8gOg78jiHg3FvB,Love Story,Taylor Swift,0.617,0.741,2.0,-3.97,1.0,0.0311,0.131,0.0,0.0772,0.306,118.984,236267.0,4.0
Vaibhav,1feANd8EfcDP5UqSvbheM,"Bekhayali (From ""Kabir Singh"")",Sachet Tandon,0.308,0.585,9.0,-5.18,0.0,0.0428,0.45,0.0,0.319,0.345,171.843,371791.0,3.0
Vaibhav,7EpZ8kdKyQM4GMJy2tj0W,Dangal,Daler Mehndi,0.618,0.867,6.0,-5.1,0.0,0.139,0.239,0.0,0.0559,0.665,178.017,299326.0,4.0
Vaibhav,1mYcukuz7uow0wc7DmPXH,Rozana,Shreya Ghoshal,0.434,0.37799999999999995,8.0,-8.7,1.0,0.028999999999999998,0.7659999999999999,0.000136,0.115,0.29100000000000004,92.98200000000001,274202.0,4.0
Vaibhav,7oVKUnaAGVgvGRGs0TQsb,Atrangi Yaari,Amitabh Bachchan,0.602,0.474,10.0,-6.3,1.0,0.0247,0.731,0.0,0.11199999999999999,0.48200000000000004,92.07,217902.0,4.0
Vaibhav,7cFuzwgbtHXmSKuCzo0qC,Lamberghini,The Doorbeen,0.9570000000000001,0.579,11.0,-7.257000000000001,1.0,0.0512,0.5,0.0,0.0737,0.856,103.98100000000001,216905.0,4.0
Vaibhav,15DrrIod12Tc2IoMaHiwl,I Bet My Life,Imagine Dragons,0.5529999999999999,0.657,1.0,-8.219,1.0,0.0405,0.335,0.000648,0.228,0.555,107.889,192707.0,4.0
Vaibhav,07FkzikE6FuHIa8Ma7zJG,Lie,NF,0.513,0.6609999999999999,5.0,-6.419,1.0,0.24,0.161,0.0,0.24600000000000002,0.179,94.791,209213.0,4.0
Vaibhav,7MXVkk9YMctZqd1Srtv4M,Starboy,The Weeknd,0.679,0.5870000000000001,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.13699999999999998,0.486,186.003,230453.0,4.0
Vaibhav,6CvTbrBxxc5jFwqsivhpx,Anziety,Logic,0.5770000000000001,0.799,1.0,-6.539,1.0,0.0721,0.326,0.0,0.11900000000000001,0.565,122.90299999999999,412560.0,4.0
Vaibhav,6XLww4MprrLCvWpVXD9K7,Photograph,Ed Sheeran,0.715,0.387,4.0,-10.53,1.0,0.0343,0.617,0.0008539999999999999,0.1,0.183,108.04,256293.0,4.0
Vaibhav,0TK2YIli7K1leLovkQiNi,Señorita,Shawn Mendes,0.759,0.54,9.0,-6.039,0.0,0.0287,0.037000000000000005,0.0,0.0945,0.75,116.947,190960.0,4.0
Vaibhav,2qHiyBpxyOXnRGG3t2iE9,"Gone, Gone, Gone",Phillip Phillips,0.664,0.642,6.0,-5.961,1.0,0.038,0.129,0.0,0.114,0.501,118.00200000000001,209693.0,4.0
Vaibhav,5tz69p7tJuGPeMGwNTxYu,1-800-273-8255,Logic,0.62,0.574,5.0,-7.787999999999999,0.0,0.0479,0.569,0.0,0.19,0.35700000000000004,100.023,250173.0,4.0
Vaibhav,4h8VwCb1MTGoLKueQ1Wgb,Wake Me Up,Avicii,0.532,0.7829999999999999,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0
Vaibhav,5GorCbAP4aL0EJ16frG2h,Boulevard of Broken Dreams,Green Day,0.496,0.682,8.0,-4.095,1.0,0.0294,0.005520000000000001,2.94e-05,0.0589,0.474,167.06,262333.0,4.0
Vaibhav,0o9bHFc8Lt5tZFvTjNZTN,Forever Young,John De Sohn,0.6509999999999999,0.617,8.0,-6.077000000000001,1.0,0.0309,0.179,0.0,0.113,0.591,121.977,167912.0,4.0
Vaibhav,3u1S1OmAUhx5DRlLrXqyp,Rise,Jonas Blue,0.69,0.784,1.0,-4.6530000000000005,1.0,0.032,0.32299999999999995,0.0,0.203,0.669,106.066,194408.0,4.0
Vaibhav,0lG6QM1jjbbX5UUn3DPmr,Lost Control,Alan Walker,0.736,0.555,4.0,-4.689,1.0,0.0757,0.0345,0.000157,0.0798,0.32299999999999995,91.99700000000001,222320.0,4.0
Vaibhav,1BLrUqonqHjdeLeFh1adZ,Tear In My Heart,Twenty One Two,0.713,0.593,2.0,-5.367999999999999,1.0,0.0389,0.0030800000000000003,0.0,0.0382,0.7340000000000001,119.973,165533.0,4.0
Vaibhav,0OlnLZY4cmQzT6ZGttvWB,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,0.526,0.52,6.0,-7.985,0.0,0.0569,0.435,0.0,0.19699999999999998,0.13,149.119,183637.0,4.0
Vaibhav,0tBbt8CrmxbjRP0pueQky,Wolves,Selena Gomez,0.7240000000000001,0.804,11.0,-4.614,0.0,0.0448,0.124,0.0,0.204,0.306,124.98700000000001,197993.0,4.0
Vaibhav,4cluDES4hQEUhmXj6TXkS,What Makes You Beautiful,One Direction,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009000000000000001,0.0,0.0596,0.888,124.99,199987.0,4.0
Vaibhav,3ebXMykcMXOcLeJ9xZ17X,Scared to Be Lonely,Martin Garrix,0.584,0.54,1.0,-7.7860000000000005,0.0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883.0,4.0
Vaibhav,3zT2616WcD9Df5m21OsCX,Rise Up,Imagine Dragons,0.447,0.74,3.0,-6.607,1.0,0.0475,0.0122,0.00022799999999999999,0.0958,0.102,93.759,231720.0,4.0
Vaibhav,5icOoE6VgqFKohjWWNp0A,Here With Me,Marshmello,0.7909999999999999,0.565,5.0,-3.9330000000000003,0.0,0.0439,0.0623,0.0,0.156,0.18100000000000002,99.961,156347.0,4.0
Vaibhav,2GgxS8bUT5G25QJTsfSv0,Burn,Ellie Goulding,0.5589999999999999,0.777,1.0,-5.031000000000001,1.0,0.0432,0.31,0.0,0.105,0.32899999999999996,87.016,231212.0,4.0
Vaibhav,34oFblvtTvOwbBbFks85x,Seasons,Olly Murs,0.633,0.8170000000000001,7.0,-4.495,0.0,0.0663,0.0754,0.0,0.256,0.584,91.96799999999999,217253.0,4.0
Vaibhav,12mGwph2YzDIlChtq3EdX,Alone,Marshmello,0.636,0.953,2.0,-3.74,1.0,0.0353,0.0244,0.0164,0.10800000000000001,0.397,142.011,273803.0,4.0
Vaibhav,5mZB7pYtcAPo7wo5DtW93,No No No,TheFatRat,0.574,0.648,5.0,-3.8,0.0,0.0278,0.34700000000000003,0.0054399999999999995,0.107,0.488,147.983,181824.0,4.0
Vaibhav,4t1DkxexoMbIHfSHS4Uiy,Ve Maahi,Arijit Singh,0.65,0.551,0.0,-6.906000000000001,1.0,0.0274,0.405,0.0,0.21899999999999997,0.294,102.934,223999.0,4.0
Vaibhav,3b5Li4QKDVBx1x7fQuu54,Tired,Alan Walker,0.69,0.8759999999999999,2.0,-4.159,1.0,0.059000000000000004,0.0428,0.0,0.147,0.493,123.994,192112.0,4.0
